Time [s],Event
3,6055125,Wrote 0x01 to 0x50. +ACK
3,6055820,Start
3,6056645,Setup read from 0x50. +ACK
3,6057365,Read 0x08 from 0x50. +ACK
3,6058685,Read 0x67 from 0x50. +ACK
3,6059965,Read 0x69 from 0x50. +ACK
3,6061245,Read 0x56 from 0x50. +ACK
3,6062525,Read 0x3F from 0x50. +ACK
3,6063805,Read 0xE4 from 0x50. +ACK
3,6065085,Read 0x0D from 0x50. +ACK
3,6066828,Read 0x02 from 0x50. +ACK
3,6068108,Read 0xD0 from 0x50. +No ACK
3,6069315,Stop
3,6191570,Start
3,6191988,Setup write to 0x50. +ACK
3,6192708,Wrote 0x01 to 0x50. +ACK
3,6193428,Wrote 0x02 to 0x50. +ACK
3,6194148,Wrote 0x08 to 0x50. +ACK
3,6194868,Wrote 0x0D to 0x50. +ACK
3,6195525,Stop
3,6226828,Start
3,6227245,Setup write to 0x50. +ACK
3,6227965,Wrote 0x01 to 0x50. +ACK
3,6228663,Start
3,6229035,Setup read from 0x50. +ACK
3,6229755,Read 0x04 from 0x50. +ACK
3,6231078,Read 0x30 from 0x50. +ACK
3,6232358,Read 0x2A from 0x50. +ACK
3,6233638,Read 0xD8 from 0x50. +ACK
3,6234918,Read 0xCB from 0x50. +No ACK
3,6236585,Stop
3,6237430,Start
3,6237848,Setup write to 0x50. +ACK
3,6238568,Wrote 0x01 to 0x50. +ACK
3,6239288,Wrote 0x02 to 0x50. +ACK
3,6240008,Wrote 0x08 to 0x50. +ACK
3,6240730,Wrote 0x05 to 0x50. +ACK
3,6241388,Stop
3,6272220,Start
3,6272638,Setup write to 0x50. +ACK
3,6273358,Wrote 0x01 to 0x50. +ACK
3,6274055,Start
3,6274428,Setup read from 0x50. +ACK
3,6275148,Read 0x04 from 0x50. +ACK
3,6276918,Read 0x19 from 0x50. +ACK
3,6278198,Read 0x00 from 0x50. +ACK
3,6279478,Read 0x00 from 0x50. +ACK
3,6280758,Read 0x00 from 0x50. +No ACK
3,6281968,Stop
3,6282653,Start
3,6283070,Setup write to 0x50. +ACK
3,6283790,Wrote 0x01 to 0x50. +ACK
3,6284510,Wrote 0x02 to 0x50. +ACK
3,6285230,Wrote 0x08 to 0x50. +ACK
3,6285950,Wrote 0x06 to 0x50. +ACK
3,6286828,Stop
3,6317670,Start
3,6318088,Setup write to 0x50. +ACK
3,6318808,Wrote 0x01 to 0x50. +ACK
3,6319505,Start
3,6319878,Setup read from 0x50. +ACK
3,6320598,Read 0x04 from 0x50. +ACK
3,6321918,Read 0x19 from 0x50. +ACK
3,6323200,Read 0x00 from 0x50. +ACK
3,6324480,Read 0x00 from 0x50. +ACK
3,6325760,Read 0x00 from 0x50. +No ACK
3,6327258,Stop
3,6328173,Start
3,6328590,Setup write to 0x50. +ACK
3,6329310,Wrote 0x01 to 0x50. +ACK
3,6330030,Wrote 0x02 to 0x50. +ACK
3,6330750,Wrote 0x08 to 0x50. +ACK
3,6331470,Wrote 0x08 to 0x50. +ACK
3,6332128,Stop
3,6362960,Start
3,6363378,Setup write to 0x50. +ACK
3,6364100,Wrote 0x01 to 0x50. +ACK
3,6364795,Start
3,6365170,Setup read from 0x50. +ACK
3,6365890,Read 0x04 from 0x50. +ACK
3,6367500,Read 0x01 from 0x50. +ACK
3,6368780,Read 0x00 from 0x50. +ACK
3,6370060,Read 0x3C from 0x50. +ACK
3,6371340,Read 0x00 from 0x50. +No ACK
3,6372548,Stop
3,6373253,Start
3,6373670,Setup write to 0x50. +ACK
3,6374393,Wrote 0x01 to 0x50. +ACK
3,6375113,Wrote 0x02 to 0x50. +ACK
3,6375833,Wrote 0x08 to 0x50. +ACK
3,6376933,Wrote 0x09 to 0x50. +ACK
3,6377590,Stop
3,6408423,Start
3,6408840,Setup write to 0x50. +ACK
3,6409560,Wrote 0x01 to 0x50. +ACK
3,6410258,Start
3,6410630,Setup read from 0x50. +ACK
3,6411350,Read 0x04 from 0x50. +ACK
3,6412670,Read 0x01 from 0x50. +ACK
3,6413950,Read 0x00 from 0x50. +ACK
3,6415230,Read 0x3C from 0x50. +ACK
3,6416973,Read 0x00 from 0x50. +No ACK
3,6418180,Stop
3,6418885,Start
3,6419303,Setup write to 0x50. +ACK
3,6420023,Wrote 0x01 to 0x50. +ACK
3,6420743,Wrote 0x02 to 0x50. +ACK
3,6421463,Wrote 0x08 to 0x50. +ACK
3,6422183,Wrote 0x0A to 0x50. +ACK
3,6422840,Stop
3,6453683,Start
3,6454100,Setup write to 0x50. +ACK
3,6454820,Wrote 0x01 to 0x50. +ACK
3,6455518,Start
3,6455890,Setup read from 0x50. +ACK
3,6456993,Read 0x04 from 0x50. +ACK
3,6458313,Read 0x01 from 0x50. +ACK
3,6459593,Read 0x00 from 0x50. +ACK
3,6460873,Read 0x3C from 0x50. +ACK
3,6462153,Read 0x00 from 0x50. +No ACK
3,6463360,Stop
3,6464865,Start
3,6465283,Setup write to 0x50. +ACK
3,6466003,Wrote 0x01 to 0x50. +ACK
3,6466935,Wrote 0x02 to 0x50. +ACK
3,6467655,Wrote 0x08 to 0x50. +ACK
3,6468375,Wrote 0x0B to 0x50. +ACK
3,6469033,Stop
3,6499865,Start
3,6500283,Setup write to 0x50. +ACK
3,6501003,Wrote 0x01 to 0x50. +ACK
3,6501700,Start
3,6502073,Setup read from 0x50. +ACK
3,6502793,Read 0x04 from 0x50. +ACK
3,6504113,Read 0x08 from 0x50. +ACK
3,6505393,Read 0x21 from 0x50. +ACK
3,6507133,Read 0x00 from 0x50. +ACK
3,6508415,Read 0x00 from 0x50. +No ACK
3,6509623,Stop
3,6510328,Start
3,6510745,Setup write to 0x50. +ACK
3,6511465,Wrote 0x01 to 0x50. +ACK
3,6512185,Wrote 0x02 to 0x50. +ACK
3,6512905,Wrote 0x08 to 0x50. +ACK
3,6513625,Wrote 0x0C to 0x50. +ACK
3,6514283,Stop
3,6545125,Start
3,6545543,Setup write to 0x50. +ACK
3,6546723,Wrote 0x01 to 0x50. +ACK
3,6547420,Start
3,6547793,Setup read from 0x50. +ACK
3,6548513,Read 0x04 from 0x50. +ACK
3,6549835,Read 0x08 from 0x50. +ACK
3,6551115,Read 0x21 from 0x50. +ACK
3,6552395,Read 0x00 from 0x50. +ACK
3,6553675,Read 0x00 from 0x50. +No ACK
3,6554883,Stop
3,6555588,Start
3,6556005,Setup write to 0x50. +ACK
3,6556945,Wrote 0x01 to 0x50. +ACK
3,6557665,Wrote 0x02 to 0x50. +ACK
3,6558385,Wrote 0x08 to 0x50. +ACK
3,6559105,Wrote 0x0F to 0x50. +ACK
3,6559765,Stop
3,6590595,Start
3,6591015,Setup write to 0x50. +ACK
3,6591735,Wrote 0x01 to 0x50. +ACK
3,6592433,Start
3,6592805,Setup read from 0x50. +ACK
3,6593525,Read 0x04 from 0x50. +ACK
3,6594845,Read 0x08 from 0x50. +ACK
3,6596585,Read 0x21 from 0x50. +ACK
3,6597865,Read 0xE0 from 0x50. +ACK
3,6599145,Read 0xDE from 0x50. +No ACK
3,6600353,Stop
3,6601750,Start
3,6602168,Setup write to 0x50. +ACK
3,6602888,Wrote 0x00 to 0x50. +ACK
3,6603608,Wrote 0x00 to 0x50. +ACK
3,6604265,Stop
4,0010398,Start
4,0010815,Setup write to 0x50. +ACK
4,0011535,Wrote 0x00 to 0x50. +ACK
4,0012255,Wrote 0x00 to 0x50. +ACK
4,0012913,Stop
4,0013438,Start
4,0013855,Setup write to 0x50. +ACK
4,0014575,Wrote 0x00 to 0x50. +ACK
4,0015295,Wrote 0x10 to 0x50. +ACK
4,0015953,Stop
4,0026630,Start
4,0027508,Setup write to 0x50. +ACK
4,0028228,Wrote 0x01 to 0x50. +ACK
4,0028950,Wrote 0x02 to 0x50. +ACK
4,0029670,Wrote 0x06 to 0x50. +ACK
4,0030390,Wrote 0x00 to 0x50. +ACK
4,0031048,Stop
4,0051758,Start
4,0052175,Setup write to 0x50. +ACK
4,0052895,Wrote 0x01 to 0x50. +ACK
4,0053593,Start
4,0053965,Setup read from 0x50. +ACK
4,0054685,Read 0x01 from 0x50. +ACK
4,0055925,Read 0xF2 from 0x50. +No ACK
4,0057693,Stop
4,0058268,Start
4,0058685,Setup write to 0x50. +ACK
4,0059405,Wrote 0x00 to 0x50. +ACK
4,0060128,Wrote 0x00 to 0x50. +ACK
4,0060785,Stop
