Time [s],Event
3,3813503,Setup read from 0x50. +ACK
3,3814223,Read 0x00 from 0x50. +ACK
3,3815463,Read 0x00 from 0x50. +No ACK
3,3817180,Stop
3,3818405,Start
3,3818823,Setup write to 0x50. +ACK
3,3819543,Wrote 0x00 to 0x50. +ACK
3,3820263,Wrote 0x00 to 0x50. +ACK
3,3820920,Stop
3,3822065,Start
3,3822485,Setup write to 0x50. +ACK
3,3823205,Wrote 0x00 to 0x50. +ACK
3,3823925,Wrote 0x00 to 0x50. +ACK
3,3824583,Stop
3,3825108,Start
3,3825525,Setup write to 0x50. +ACK
3,3826245,Wrote 0x00 to 0x50. +ACK
3,3827415,Wrote 0x10 to 0x50. +ACK
3,3828073,Stop
3,3838830,Start
3,3839248,Setup write to 0x50. +ACK
3,3839968,Wrote 0x01 to 0x50. +ACK
3,3840688,Wrote 0x02 to 0x50. +ACK
3,3841408,Wrote 0x06 to 0x50. +ACK
3,3842128,Wrote 0x00 to 0x50. +ACK
3,3842788,Stop
3,3863505,Start
3,3863925,Setup write to 0x50. +ACK
3,3864645,Wrote 0x01 to 0x50. +ACK
3,3865343,Start
3,3865715,Setup read from 0x50. +ACK
3,3866435,Read 0x00 from 0x50. +ACK
3,3867965,Read 0x00 from 0x50. +No ACK
3,3869233,Stop
3,3870458,Start
3,3870875,Setup write to 0x50. +ACK
3,3871595,Wrote 0x00 to 0x50. +ACK
3,3872315,Wrote 0x00 to 0x50. +ACK
3,3872973,Stop
4,3771765,Start
4,3772183,Setup write to 0x50. +ACK
4,3772903,Wrote 0x00 to 0x50. +ACK
4,3773623,Wrote 0x00 to 0x50. +ACK
4,3774283,Stop
4,3774808,Start
4,3775225,Setup write to 0x50. +ACK
4,3775945,Wrote 0x00 to 0x50. +ACK
4,3776665,Wrote 0x10 to 0x50. +ACK
4,3777323,Stop
4,3788080,Start
4,3788498,Setup write to 0x50. +ACK
4,3789678,Wrote 0x01 to 0x50. +ACK
4,3790398,Wrote 0x02 to 0x50. +ACK
4,3791118,Wrote 0x06 to 0x50. +ACK
4,3791838,Wrote 0x00 to 0x50. +ACK
4,3792495,Stop
4,3813205,Start
4,3813623,Setup write to 0x50. +ACK
4,3814343,Wrote 0x01 to 0x50. +ACK
4,3815040,Start
4,3815415,Setup read from 0x50. +ACK
4,3816135,Read 0x00 from 0x50. +ACK
4,3817375,Read 0x00 from 0x50. +No ACK
4,3818643,Stop
4,3820328,Start
4,3820745,Setup write to 0x50. +ACK
4,3821465,Wrote 0x00 to 0x50. +ACK
4,3822185,Wrote 0x00 to 0x50. +ACK
4,3822843,Stop
4,3823988,Start
4,3824405,Setup write to 0x50. +ACK
4,3825128,Wrote 0x00 to 0x50. +ACK
4,3825848,Wrote 0x00 to 0x50. +ACK
4,3826505,Stop
4,3827030,Start
4,3827448,Setup write to 0x50. +ACK
4,3828168,Wrote 0x00 to 0x50. +ACK
4,3828888,Wrote 0x10 to 0x50. +ACK
4,3829845,Stop
4,3840603,Start
4,3841020,Setup write to 0x50. +ACK
4,3841740,Wrote 0x01 to 0x50. +ACK
4,3842460,Wrote 0x02 to 0x50. +ACK
4,3843180,Wrote 0x06 to 0x50. +ACK
4,3843900,Wrote 0x00 to 0x50. +ACK
4,3844558,Stop
4,3865268,Start
4,3865685,Setup write to 0x50. +ACK
4,3866408,Wrote 0x01 to 0x50. +ACK
4,3867103,Start
4,3867478,Setup read from 0x50. +ACK
4,3868198,Read 0x00 from 0x50. +ACK
4,3869898,Read 0x00 from 0x50. +No ACK
4,3871165,Stop
4,3872390,Start
4,3872808,Setup write to 0x50. +ACK
4,3873528,Wrote 0x00 to 0x50. +ACK
4,3874248,Wrote 0x00 to 0x50. +ACK
4,3874905,Stop
5,3773718,Start
5,3774135,Setup write to 0x50. +ACK
5,3774855,Wrote 0x00 to 0x50. +ACK
5,3775575,Wrote 0x00 to 0x50. +ACK
5,3776233,Stop
5,3776758,Start
5,3777178,Setup write to 0x50. +ACK
5,3777898,Wrote 0x00 to 0x50. +ACK
5,3778618,Wrote 0x10 to 0x50. +ACK
5,3779275,Stop
5,3790033,Start
5,3790450,Setup write to 0x50. +ACK
5,3791170,Wrote 0x01 to 0x50. +ACK
5,3792340,Wrote 0x02 to 0x50. +ACK
5,3793060,Wrote 0x06 to 0x50. +ACK
5,3793780,Wrote 0x00 to 0x50. +ACK
5,3794438,Stop
5,3815158,Start
5,3815575,Setup write to 0x50. +ACK
5,3816295,Wrote 0x01 to 0x50. +ACK
5,3816993,Start
5,3817365,Setup read from 0x50. +ACK
5,3818088,Read 0x00 from 0x50. +ACK
5,3819328,Read 0x00 from 0x50. +No ACK
5,3820595,Stop
5,3822270,Start
5,3822688,Setup write to 0x50. +ACK
5,3823408,Wrote 0x00 to 0x50. +ACK
5,3824128,Wrote 0x00 to 0x50. +ACK
5,3824785,Stop
5,3825930,Start
5,3826348,Setup write to 0x50. +ACK
5,3827068,Wrote 0x00 to 0x50. +ACK
5,3827788,Wrote 0x00 to 0x50. +ACK
5,3828448,Stop
5,3828970,Start
5,3829390,Setup write to 0x50. +ACK
5,3830110,Wrote 0x00 to 0x50. +ACK
5,3830830,Wrote 0x10 to 0x50. +ACK
5,3831948,Stop
5,3842695,Start
5,3843113,Setup write to 0x50. +ACK
5,3843833,Wrote 0x01 to 0x50. +ACK
5,3844553,Wrote 0x02 to 0x50. +ACK
5,3845273,Wrote 0x06 to 0x50. +ACK
5,3845993,Wrote 0x00 to 0x50. +ACK
5,3846650,Stop
5,3867370,Start
5,3867788,Setup write to 0x50. +ACK
5,3868508,Wrote 0x01 to 0x50. +ACK
5,3869205,Start
5,3869580,Setup read from 0x50. +ACK
5,3870300,Read 0x00 from 0x50. +ACK
5,3872000,Read 0x00 from 0x50. +No ACK
5,3873268,Stop
5,3874493,Start
5,3874910,Setup write to 0x50. +ACK
5,3875630,Wrote 0x00 to 0x50. +ACK
5,3876350,Wrote 0x00 to 0x50. +ACK
5,3877008,Stop
6,3777360,Start
6,3777778,Setup write to 0x50. +ACK
6,3778498,Wrote 0x00 to 0x50. +ACK
6,3779218,Wrote 0x00 to 0x50. +ACK
6,3779875,Stop
6,3780400,Start
6,3780820,Setup write to 0x50. +ACK
6,3781540,Wrote 0x00 to 0x50. +ACK
6,3782260,Wrote 0x10 to 0x50. +ACK
6,3782918,Stop
6,3793695,Start
6,3794603,Setup write to 0x50. +ACK
6,3795323,Wrote 0x01 to 0x50. +ACK
6,3796043,Wrote 0x02 to 0x50. +ACK
6,3796763,Wrote 0x06 to 0x50. +ACK
6,3797483,Wrote 0x00 to 0x50. +ACK
6,3798140,Stop
6,3818920,Start
6,3819338,Setup write to 0x50. +ACK
6,3820058,Wrote 0x01 to 0x50. +ACK
6,3820755,Start
6,3821128,Setup read from 0x50. +ACK
6,3821850,Read 0x00 from 0x50. +ACK
6,3823090,Read 0x00 from 0x50. +No ACK
6,3824848,Stop
6,3826073,Start
6,3826490,Setup write to 0x50. +ACK
6,3827210,Wrote 0x00 to 0x50. +ACK
6,3827930,Wrote 0x00 to 0x50. +ACK
6,3828588,Stop
6,3829733,Start
6,3830150,Setup write to 0x50. +ACK
6,3830870,Wrote 0x00 to 0x50. +ACK
6,3831590,Wrote 0x00 to 0x50. +ACK
6,3832250,Stop
6,3832773,Start
6,3833193,Setup write to 0x50. +ACK
6,3834403,Wrote 0x00 to 0x50. +ACK
6,3835123,Wrote 0x10 to 0x50. +ACK
6,3835780,Stop
6,3846558,Start
6,3846975,Setup write to 0x50. +ACK
6,3847695,Wrote 0x01 to 0x50. +ACK
6,3848415,Wrote 0x02 to 0x50. +ACK
6,3849135,Wrote 0x06 to 0x50. +ACK
6,3849855,Wrote 0x00 to 0x50. +ACK
6,3850513,Stop
6,3871293,Start
6,3871710,Setup write to 0x50. +ACK
6,3872430,Wrote 0x01 to 0x50. +ACK
6,3873128,Start
6,3873503,Setup read from 0x50. +ACK
6,3874713,Read 0x00 from 0x50. +ACK
6,3875953,Read 0x00 from 0x50. +No ACK
6,3877220,Stop
6,3878445,Start
6,3878863,Setup write to 0x50. +ACK
6,3879583,Wrote 0x00 to 0x50. +ACK
6,3880303,Wrote 0x00 to 0x50. +ACK
6,3880960,Stop
7,3778743,Start
7,3779160,Setup write to 0x50. +ACK
7,3779880,Wrote 0x00 to 0x50. +ACK
7,3780600,Wrote 0x00 to 0x50. +ACK
7,3781258,Stop
7,3781783,Start
7,3782200,Setup write to 0x50. +ACK
7,3782920,Wrote 0x00 to 0x50. +ACK
7,3783640,Wrote 0x10 to 0x50. +ACK
7,3784300,Stop
7,3795045,Start
7,3795465,Setup write to 0x50. +ACK
7,3796185,Wrote 0x01 to 0x50. +ACK
7,3797205,Wrote 0x02 to 0x50. +ACK
7,3797925,Wrote 0x06 to 0x50. +ACK
7,3798645,Wrote 0x00 to 0x50. +ACK
7,3799303,Stop
7,3820023,Start
7,3820440,Setup write to 0x50. +ACK
7,3821160,Wrote 0x01 to 0x50. +ACK
7,3821858,Start
7,3822230,Setup read from 0x50. +ACK
7,3822950,Read 0x00 from 0x50. +ACK
7,3824190,Read 0x00 from 0x50. +No ACK
7,3825460,Stop
7,3827135,Start
7,3827553,Setup write to 0x50. +ACK
7,3828273,Wrote 0x00 to 0x50. +ACK
7,3828993,Wrote 0x00 to 0x50. +ACK
7,3829650,Stop
7,3830795,Start
7,3831213,Setup write to 0x50. +ACK
7,3831933,Wrote 0x00 to 0x50. +ACK
7,3832653,Wrote 0x00 to 0x50. +ACK
7,3833310,Stop
7,3833835,Start
7,3834253,Setup write to 0x50. +ACK
7,3834973,Wrote 0x00 to 0x50. +ACK
7,3835695,Wrote 0x10 to 0x50. +ACK
7,3836813,Stop
7,3847560,Start
7,3847978,Setup write to 0x50. +ACK
7,3848698,Wrote 0x01 to 0x50. +ACK
7,3849418,Wrote 0x02 to 0x50. +ACK
7,3850138,Wrote 0x06 to 0x50. +ACK
7,3850858,Wrote 0x00 to 0x50. +ACK
7,3851515,Stop
7,3872235,Start
7,3872653,Setup write to 0x50. +ACK
7,3873373,Wrote 0x01 to 0x50. +ACK
7,3874070,Start
7,3874443,Setup read from 0x50. +ACK
7,3875163,Read 0x00 from 0x50. +ACK
7,3876865,Read 0x00 from 0x50. +No ACK
7,3878133,Stop
7,3879358,Start
7,3879775,Setup write to 0x50. +ACK
7,3880495,Wrote 0x00 to 0x50. +ACK
7,3881215,Wrote 0x00 to 0x50. +ACK
7,3881873,Stop
8,3781945,Start
8,3782363,Setup write to 0x50. +ACK
8,3783083,Wrote 0x00 to 0x50. +ACK
8,3783803,Wrote 0x00 to 0x50. +ACK
8,3784460,Stop
8,3784985,Start
8,3785403,Setup write to 0x50. +ACK
8,3786123,Wrote 0x00 to 0x50. +ACK
8,3786843,Wrote 0x10 to 0x50. +ACK
8,3787503,Stop
8,3798258,Start
8,3798678,Setup write to 0x50. +ACK
8,3799618,Wrote 0x01 to 0x50. +ACK
8,3800338,Wrote 0x02 to 0x50. +ACK
8,3801058,Wrote 0x06 to 0x50. +ACK
8,3801778,Wrote 0x00 to 0x50. +ACK
8,3802435,Stop
8,3823155,Start
8,3823573,Setup write to 0x50. +ACK
8,3824293,Wrote 0x01 to 0x50. +ACK
8,3824990,Start
8,3825363,Setup read from 0x50. +ACK
8,3826083,Read 0x00 from 0x50. +ACK
8,3827323,Read 0x00 from 0x50. +No ACK
8,3828593,Stop
8,3830278,Start
8,3830695,Setup write to 0x50. +ACK
8,3831415,Wrote 0x00 to 0x50. +ACK
8,3832135,Wrote 0x00 to 0x50. +ACK
8,3832793,Stop
8,3833938,Start
8,3834355,Setup write to 0x50. +ACK
8,3835075,Wrote 0x00 to 0x50. +ACK
8,3835795,Wrote 0x00 to 0x50. +ACK
8,3836453,Stop
8,3836978,Start
8,3837395,Setup write to 0x50. +ACK
8,3838115,Wrote 0x00 to 0x50. +ACK
8,3839298,Wrote 0x10 to 0x50. +ACK
8,3839955,Stop
8,3850713,Start
8,3851130,Setup write to 0x50. +ACK
8,3851850,Wrote 0x01 to 0x50. +ACK
8,3852570,Wrote 0x02 to 0x50. +ACK
8,3853290,Wrote 0x06 to 0x50. +ACK
8,3854010,Wrote 0x00 to 0x50. +ACK
8,3854668,Stop
8,3875388,Start
8,3875805,Setup write to 0x50. +ACK
8,3876525,Wrote 0x01 to 0x50. +ACK
8,3877223,Start
8,3877595,Setup read from 0x50. +ACK
8,3878315,Read 0x00 from 0x50. +ACK
8,3880005,Read 0x00 from 0x50. +No ACK
8,3881275,Stop
8,3882500,Start
8,3882918,Setup write to 0x50. +ACK
8,3883638,Wrote 0x00 to 0x50. +ACK
8,3884358,Wrote 0x00 to 0x50. +ACK
8,3885015,Stop
9,3783898,Start
9,3784315,Setup write to 0x50. +ACK
9,3785035,Wrote 0x00 to 0x50. +ACK
9,3785755,Wrote 0x00 to 0x50. +ACK
9,3786413,Stop
9,3786938,Start
9,3787355,Setup write to 0x50. +ACK
9,3788075,Wrote 0x00 to 0x50. +ACK
9,3788795,Wrote 0x10 to 0x50. +ACK
9,3789453,Stop
9,3800210,Start
9,3800628,Setup write to 0x50. +ACK
9,3801800,Wrote 0x01 to 0x50. +ACK
9,3802520,Wrote 0x02 to 0x50. +ACK
9,3803240,Wrote 0x06 to 0x50. +ACK
9,3803960,Wrote 0x00 to 0x50. +ACK
9,3804618,Stop
9,3825338,Start
9,3825755,Setup write to 0x50. +ACK
9,3826475,Wrote 0x01 to 0x50. +ACK
9,3827173,Start
9,3827545,Setup read from 0x50. +ACK
9,3828265,Read 0x00 from 0x50. +ACK
9,3829505,Read 0x00 from 0x50. +No ACK
9,3830773,Stop
9,3832458,Start
9,3832878,Setup write to 0x50. +ACK
9,3833598,Wrote 0x00 to 0x50. +ACK
9,3834318,Wrote 0x00 to 0x50. +ACK
9,3834975,Stop
9,3836120,Start
9,3836538,Setup write to 0x50. +ACK
9,3837258,Wrote 0x00 to 0x50. +ACK
9,3837978,Wrote 0x00 to 0x50. +ACK
9,3838635,Stop
9,3839160,Start
9,3839578,Setup write to 0x50. +ACK
9,3840298,Wrote 0x00 to 0x50. +ACK
9,3841018,Wrote 0x10 to 0x50. +ACK
9,3841975,Stop
9,3852723,Start
9,3853143,Setup write to 0x50. +ACK
9,3853863,Wrote 0x01 to 0x50. +ACK
9,3854583,Wrote 0x02 to 0x50. +ACK
9,3855303,Wrote 0x06 to 0x50. +ACK
9,3856023,Wrote 0x00 to 0x50. +ACK
9,3856680,Stop
9,3877400,Start
9,3877818,Setup write to 0x50. +ACK
9,3878538,Wrote 0x01 to 0x50. +ACK
9,3879235,Start
9,3879608,Setup read from 0x50. +ACK
9,3880328,Read 0x00 from 0x50. +ACK
9,3882028,Read 0x00 from 0x50. +No ACK
9,3883295,Stop
9,3884520,Start
9,3884940,Setup write to 0x50. +ACK
9,3885660,Wrote 0x00 to 0x50. +ACK
9,3886380,Wrote 0x00 to 0x50. +ACK
9,3887038,Stop
10,3787060,Start
10,3787478,Setup write to 0x50. +ACK
10,3788198,Wrote 0x00 to 0x50. +ACK
10,3788918,Wrote 0x00 to 0x50. +ACK
10,3789575,Stop
10,3790100,Start
10,3790518,Setup write to 0x50. +ACK
10,3791238,Wrote 0x00 to 0x50. +ACK
10,3791958,Wrote 0x10 to 0x50. +ACK
10,3792615,Stop
10,3803373,Start
10,3804250,Setup write to 0x50. +ACK
10,3804970,Wrote 0x01 to 0x50. +ACK
10,3805693,Wrote 0x02 to 0x50. +ACK
10,3806413,Wrote 0x06 to 0x50. +ACK
10,3807133,Wrote 0x00 to 0x50. +ACK
10,3807790,Stop
10,3828500,Start
10,3828918,Setup write to 0x50. +ACK
10,3829638,Wrote 0x01 to 0x50. +ACK
10,3830335,Start
10,3830708,Setup read from 0x50. +ACK
10,3831428,Read 0x00 from 0x50. +ACK
10,3832668,Read 0x00 from 0x50. +No ACK
10,3834395,Stop
10,3835620,Start
10,3836040,Setup write to 0x50. +ACK
10,3836760,Wrote 0x00 to 0x50. +ACK
10,3837480,Wrote 0x00 to 0x50. +ACK
10,3838138,Stop
10,3839283,Start
10,3839700,Setup write to 0x50. +ACK
10,3840420,Wrote 0x00 to 0x50. +ACK
10,3841140,Wrote 0x00 to 0x50. +ACK
10,3841798,Stop
10,3842323,Start
10,3842740,Setup write to 0x50. +ACK
10,3843460,Wrote 0x00 to 0x50. +ACK
10,3844470,Wrote 0x10 to 0x50. +ACK
10,3845128,Stop
10,3855885,Start
10,3856303,Setup write to 0x50. +ACK
10,3857025,Wrote 0x01 to 0x50. +ACK
10,3857745,Wrote 0x02 to 0x50. +ACK
10,3858465,Wrote 0x06 to 0x50. +ACK
10,3859185,Wrote 0x00 to 0x50. +ACK
10,3859843,Stop
10,3880563,Start
10,3880980,Setup write to 0x50. +ACK
10,3881700,Wrote 0x01 to 0x50. +ACK
10,3882398,Start
10,3882770,Setup read from 0x50. +ACK
10,3883490,Read 0x00 from 0x50. +ACK
10,3885020,Read 0x00 from 0x50. +No ACK
10,3886288,Stop
10,3887513,Start
10,3887933,Setup write to 0x50. +ACK
10,3888653,Wrote 0x00 to 0x50. +ACK
10,3889373,Wrote 0x00 to 0x50. +ACK
10,3890030,Stop
11,3789393,Start
11,3789810,Setup write to 0x50. +ACK
11,3790530,Wrote 0x00 to 0x50. +ACK
11,3791250,Wrote 0x00 to 0x50. +ACK
11,3791908,Stop
11,3792433,Start
11,3792850,Setup write to 0x50. +ACK
11,3793570,Wrote 0x00 to 0x50. +ACK
11,3794290,Wrote 0x10 to 0x50. +ACK
11,3794948,Stop
11,3805735,Start
11,3806643,Setup write to 0x50. +ACK
11,3807363,Wrote 0x01 to 0x50. +ACK
11,3808083,Wrote 0x02 to 0x50. +ACK
11,3808805,Wrote 0x06 to 0x50. +ACK
11,3809525,Wrote 0x00 to 0x50. +ACK
11,3810183,Stop
11,3830963,Start
11,3831380,Setup write to 0x50. +ACK
11,3832100,Wrote 0x01 to 0x50. +ACK
11,3832798,Start
11,3833170,Setup read from 0x50. +ACK
11,3833890,Read 0x00 from 0x50. +ACK
11,3835130,Read 0x00 from 0x50. +No ACK
11,3836888,Stop
11,3838113,Start
11,3838530,Setup write to 0x50. +ACK
11,3839250,Wrote 0x00 to 0x50. +ACK
11,3839973,Wrote 0x00 to 0x50. +ACK
11,3840630,Stop
11,3841775,Start
11,3842193,Setup write to 0x50. +ACK
11,3842913,Wrote 0x00 to 0x50. +ACK
11,3843633,Wrote 0x00 to 0x50. +ACK
11,3844290,Stop
11,3844815,Start
11,3845233,Setup write to 0x50. +ACK
11,3845953,Wrote 0x00 to 0x50. +ACK
11,3846923,Wrote 0x10 to 0x50. +ACK
11,3847580,Stop
11,3858368,Start
11,3858785,Setup write to 0x50. +ACK
11,3859505,Wrote 0x01 to 0x50. +ACK
11,3860228,Wrote 0x02 to 0x50. +ACK
11,3860948,Wrote 0x06 to 0x50. +ACK
11,3861668,Wrote 0x00 to 0x50. +ACK
11,3862325,Stop
11,3883105,Start
11,3883523,Setup write to 0x50. +ACK
11,3884243,Wrote 0x01 to 0x50. +ACK
11,3884940,Start
11,3885313,Setup read from 0x50. +ACK
11,3886513,Read 0x00 from 0x50. +ACK
11,3887753,Read 0x00 from 0x50. +No ACK
11,3889020,Stop
11,3890245,Start
11,3890663,Setup write to 0x50. +ACK
11,3891385,Wrote 0x00 to 0x50. +ACK
11,3892105,Wrote 0x00 to 0x50. +ACK
11,3892763,Stop
12,3791923,Start
12,3792343,Setup write to 0x50. +ACK
12,3793063,Wrote 0x00 to 0x50. +ACK
12,3793783,Wrote 0x00 to 0x50. +ACK
12,3794440,Stop
12,3794965,Start
12,3795383,Setup write to 0x50. +ACK
12,3796103,Wrote 0x00 to 0x50. +ACK
12,3796823,Wrote 0x10 to 0x50. +ACK
12,3797480,Stop
12,3808238,Start
12,3809115,Setup write to 0x50. +ACK
12,3809835,Wrote 0x01 to 0x50. +ACK
12,3810555,Wrote 0x02 to 0x50. +ACK
12,3811275,Wrote 0x06 to 0x50. +ACK
12,3811995,Wrote 0x00 to 0x50. +ACK
12,3812655,Stop
12,3833363,Start
12,3833783,Setup write to 0x50. +ACK
12,3834503,Wrote 0x01 to 0x50. +ACK
12,3835200,Start
12,3835573,Setup read from 0x50. +ACK
12,3836293,Read 0x00 from 0x50. +ACK
12,3837533,Read 0x00 from 0x50. +No ACK
12,3839260,Stop
12,3840485,Start
12,3840903,Setup write to 0x50. +ACK
12,3841623,Wrote 0x00 to 0x50. +ACK
12,3842343,Wrote 0x00 to 0x50. +ACK
12,3843000,Stop
12,3844145,Start
12,3844565,Setup write to 0x50. +ACK
12,3845285,Wrote 0x00 to 0x50. +ACK
12,3846005,Wrote 0x00 to 0x50. +ACK
12,3846663,Stop
12,3847188,Start
12,3847605,Setup write to 0x50. +ACK
12,3848325,Wrote 0x00 to 0x50. +ACK
12,3849335,Wrote 0x10 to 0x50. +ACK
12,3849993,Stop
12,3860750,Start
12,3861168,Setup write to 0x50. +ACK
12,3861888,Wrote 0x01 to 0x50. +ACK
12,3862608,Wrote 0x02 to 0x50. +ACK
12,3863328,Wrote 0x06 to 0x50. +ACK
12,3864050,Wrote 0x00 to 0x50. +ACK
12,3864708,Stop
12,3885425,Start
12,3885845,Setup write to 0x50. +ACK
12,3886565,Wrote 0x01 to 0x50. +ACK
12,3887263,Start
12,3887635,Setup read from 0x50. +ACK
12,3888355,Read 0x00 from 0x50. +ACK
12,3889885,Read 0x00 from 0x50. +No ACK
12,3891153,Stop
12,3892378,Start
12,3892795,Setup write to 0x50. +ACK
12,3893515,Wrote 0x00 to 0x50. +ACK
12,3894235,Wrote 0x00 to 0x50. +ACK
12,3894895,Stop
